addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype,overview
서울특별시 동대문구 장안동,24-1,2624.0,A02,A0207,A02070200,1592837,15,20120405005228,20250405,20250406,http://tong.visitkorea.or.kr/cms/resource/75/3483575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3483575_image3_1.jpg,Type3,127.0753566318,37.5668642825,6,20250325162026,1,11,02-2127-4711,동대문구 봄꽃축제,11,230,EV,EV01,EV010200,선택안함,선택안함,봄철 개화시기에 맞춰 봄꽃이 만발할 때 개최되는 축제로 다양한 문화ㆍ예술 공연을 마련하고 포토존 및 야간경관조명 등을 설치하여 장안벚꽃길을 거닐며 중랑천 둔치에서 즐기는 봄철 동대문구의 대표적인 축제이다.
서울특별시 영등포구 의사당대로 1,국회의사당 잔디광장,7233.0,A02,A0207,A02070200,985816,15,20100326012936,20250517,20250517,http://tong.visitkorea.or.kr/cms/resource/91/3485891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3485891_image3_1.jpg,Type3,126.9141334174,37.5320321034,6,20250428154848,1,20,02-595-3325,동심한마당,11,560,EV,EV01,EV010200,선택안함,선택안함,"동심한마당은 2005년, 대한민국의 동심 회복을 위해 관련 기관, 단체들의 품앗이로 시작되었고 올해로 20주년을 맞이한다. 어린이, 청소년들이 꿈의 대상을 가까이 만나고 체험하며 소통하는 뜻 깊은 자리가 되었고 모든 국민이 동심을 매개로 사랑, 화합, 연민, 존중으로 하나되는 열린 공동체 축제이다. 본 행사는 매년 수많은 국민과 부처, 기관, 단체들이 품앗이로 참여하여 공연, 각종 체험활동 등 모든 프로그램이 무료로 진행된다."
서울특별시 동작구 노들로 688 (노량진동),노량진축구장,6900.0,A02,A0207,A02070200,3370427,15,20240920140757,20250928,20250928,http://tong.visitkorea.or.kr/cms/resource/43/3546043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3546043_image3_1.jpg,Type3,126.94017318,37.5154094998,6,20251023143000,1,12,070-7204-3251,동작댄싱데이 페스티벌,11,590,EV,EV01,EV010200,선택안함,선택안함,"2025 동작댄싱데이 페스티벌 은 작년에 이어 올해 두 번째로 개최되는 동작구 대표 축제이다. K-Dance를 즐기는 가장 서울다운 하루, 우리 모두의 D-day 라는 슬로건 아래, 남녀노소 누구나 춤으로 하나 되는 특별한 하루를 선사하며 에너지와 흥이 가득한 도심형 댄스 축제가 될 예정이다. 시민참여형 프로그램으로 공식참가작 및 자유참가작 공연과 댄스경연대회 DDD콘테스트가 펼쳐지며 K-POP, 스트릿댄스, 힙합, 스윙댄스, 발레, 라인댄스 등 다양한 장르의 댄스 퍼포먼스를 선보일 예정이다. 또한 K-POP 랜덤플레이댄스와 중앙대학교 응원단 Hurrah-C 공연으로 축제 분위기를 한층 고조시킬 계획이다.
초청공연으로는 현재진행형 K-POP 레전드 가수 이재훈(쿨)의 세대공감 싱어롱 콘서트와 대한민국 최정상급 댄스팀 홀리뱅(HolyBang, 리더 허니제이), 파격적인 퍼포먼스를 선사하는 남성듀오 노라조 출연하여 댄스축제의 열기를 더할 것이다. 부대행사로는, 시민들과 함께 댄스를 즐길 수 있는 현장 라이브중계 댄스 CAM 이벤트와 다양한 댄스 장르를 배워볼 수 있는 댄스체험, 창의력과 즐거움을 즐길 수 있는 예술체험 DDD 아트마켓, 댄스축제와 어울리는 ‘플리마켓’, 먹거리 푸드존이 있다."
서울특별시 강남구 남부순환로 3104 SETEC,(온라인 축제),6287.0,A02,A0207,A02070200,2755544,15,20211012222239,20250317,20250430,http://tong.visitkorea.or.kr/cms/resource/86/3479486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3479486_image3_1.jpg,Type3,127.0707673919,37.4960890861,6,20250316211822,1,1,02-2231-2011,릴랙스위크,11,680,EV,EV01,EV010600,선택안함,온라인,릴랙스위크 RELAX WEEK는 몸과 마음이 지친 현대인에게 건강한 ‘나다움’을 제안하는 온·오프라인 마음 챙김 및 힐링 축제다. 릴랙스위크는 전국 곳곳에 위치한 7가지 전문 분야의 RELAX SPOT(릴랙스 스팟)을 지정하여 공개하여 마음챙김 및 웰니스 문화 확산을 도모한다.
서울특별시 서초구 양재동,126-6,6754.0,A02,A0207,A02070200,3107440,15,20240229163237,20250403,20250406,http://tong.visitkorea.or.kr/cms/resource/10/3479110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3479110_image3_1.jpg,Type3,127.0381848379,37.47515482,6,20251105142353,1,15,070-4266-5367,무브살롱 시즌4: 벚꽃 아틀리에,11,650,EV,EV01,EV010600,선택안함,선택안함,"무브살롱이 네 번째 시즌을 맞이하며, 이번에는 ‘벚꽃&공예’를 주제로 자연과 예술이 조화를 이루는 창작의 장을 마련한다. 시즌제로 운영되는 무브살롱은 매회 새로운 테마를 통해 취향을 발견하고, 공감과 소통을 나누는 축제형 살롱으로 자리 잡았다. 이번 시즌4 ‘벚꽃아틀리에’는 양재천의 만개한 벚꽃 아래에서 공예 체험과 아트 클래스를 통해 창작적 경험을 제공하며, 참가자들이 직접 예술을 탐구하고 감성을 표현할 수 있도록 준비되었다. 자연 속에서 창작 활동을 경험하며, 벚꽃이 만들어내는 감성적 분위기와 예술이 결합된 새로운 영감을 얻을 수 있는 기회를 선사한다. '무브살롱 시즌4 : 벚꽃아틀리에’는 단순한 체험을 넘어, 취향을 나누고 예술적 감각을 확장할 수 있는 공간이 될 것이다. 벚꽃이 피어나는 계절, 자연 속에서 창작의 즐거움을 경험할 수 있는 특별한 순간을 기대해도 좋다."
서울특별시 종로구 대학로 104 (동숭동),,3087.0,A02,A0208,A02081300,2556687,15,20180808012040,20250913,20250919,http://tong.visitkorea.or.kr/cms/resource/68/3519568_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3519568_image3_1.jpg,Type3,127.0023878907,37.5805669329,6,20250808171341,1,23,070-4571-5215,문학주간 2025,11,110,EV,EV03,EV030400,선택안함,선택안함,"문학주간은 문학에 대한 국민적 관심을 높이고, 문학 향유 분위기를 조성하여 한국문학 진흥의 기반을 다지기 위해 2016년부터 매년 개최되고 있다. 올해는 문학주간이 10주년을 맞이하는 해로, ‘도움—닿기’를 주제로 삼아 행사에 참여하는 이들에게 작지만 단단한 구름판이 되어줄 수 있는 시간을 마련하고자 한다. ‘문학주간2025’는 오는 9월 13일부터 19일까지 마로니에 공원 일대에서 열리며, 다양한 주제를 담은 만남의 프로그램들이 기간 내내 매일 새롭게 구성될 예정이다."
서울특별시 서초구 반포동,649-1 반포한강공원 달빛광장 등,6534.0,A02,A0208,A02081000,3492276,15,20250520171944,20250326,20251130,http://tong.visitkorea.or.kr/cms/resource/33/3499433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3499433_image3_1.jpg,Type3,126.9980013443,37.5119526047,6,20250619160848,1,15,070-4248-9838,문화가 있는 날 청춘마이크 수도강원권,11,650,EV,EV02,EV020700,선택안함,선택안함,"청춘마이크 수도ㆍ강원권은 청춘마이크 아티스트 [무지개추적단]과 함께 다양한 관객의 취향을 추적하며 방방곡곡을 누빈다. 매 달 문화가 있는 날 주간, 음악 / 전통예술 / 무용 / 마술 등 다 장르의 42팀 아티스트와 함께 서울, 인천, 경기, 강원 각지의 일상 공간과 문화가 필요한 곳을 찾아간다. 누군가에겐 허황된 말, 누군가에겐 희망, 꿈, 성공, 이뤄지고 말 미래 같은 다양한 가치를 추적하며 다양한 지역의 관객과 함께하는 공연 속에서 다채로운 취향과 멋진 가치를 찾는 이번 여정에 함께할 수 있다."
서울특별시 광진구 능동로 216 어린이대공원,서울어린이대공원 열린무대 앞,4991.0,A02,A0207,A02070200,2873622,15,20221024162356,20250505,20250505,http://tong.visitkorea.or.kr/cms/resource/97/3486497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3486497_image3_1.jpg,Type3,127.0762792676,37.5493552228,6,20250604153323,1,6,070-4667-3782,"미지,세계와의 만남",11,215,EV,EV01,EV010600,선택안함,선택안함,"세계 20여 개 국가의 외국인 강사와 함께 다양한 해외 문화를 체험할 수 있다. 각 국가별로 전통 의복 체험, 공예, 페이스 페인팅, 뮤직 클래스 등 재미있고 다양한 체험 프로그램에 무료로 참여할 수 있다."
서울특별시 용산구 서빙고로 137 (용산동6가),,4383.0,A02,A0208,A02081300,3486451,15,20250411090353,20250502,20250531,http://tong.visitkorea.or.kr/cms/resource/50/3486450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3486450_image3_1.jpg,Type3,126.9791278024,37.5211706397,6,20250428161258,1,21,02-795-0959,박물관 미술관 주간,11,170,EV,EV03,EV030400,선택안함,선택안함,"2025 박물관·미술관 주간은 ‘세계 박물관의 날’(5.18)을 기념해 전국 단위의 다양한 행사를 운영함으로써, 국민 생활 속 박물관·미술관에 대한 인식을 확산하고 문화를 일상 속에서 향유할 수 있도록 하는 국내 최대의 뮤지엄 축제이다. 해당 프로그램은 전국 박물관·미술관과 협력하여 전시, 체험, 할인 등 다채로운 이벤트를 제공함으로써 국민의 문화 향유를 도모하고자 하는 데 목적이 있다."
서울특별시 서초구 방배중앙로 193 (방배동),방배카페골목 상권 일대,6554.0,A02,A0207,A02070200,3563444,15,20251107172839,20251115,20251115,http://tong.visitkorea.or.kr/cms/resource/52/3564652_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/52/3564652_image3_1.png,Type3,126.9854168201,37.4963319705,6,20251111113720,1,15,070-4266-5368,방배카페 골목페스타,11,650,EV,EV01,EV010600,,,"본 행사는 방배카페골목 상권의 브랜드 가치를 널리 알리고, 상인과 주민, 주변 직장인 모두가 참여하는 다채로운 콘텐츠를 통해 골목 상권의 활력을 도모하고자 한다. 또한 상인 중심의 추진위원회 운영과 특화 콘텐츠 개발을 통해 지속가능한 골목 브랜드를 구축하며 지역과 상권이 함께 성장할 수 있는 기반을 마련하고자 한다. 특히 '골목이 카페다!'라는 슬로건은 과거 젊은이들의 문화 아지트이자 모임의 명소였던 그 시절의 카페를 현대적으로 재해석하여 골목 자체를 하나의 '카페'로 만들자는 의미를 담고 있다. '카페골목'의 정체성을 되살려 지역 상권의 활력을 높이고, 세대와 세대를 잇는 소통과 교류의 장으로 발전시키고자 하는 의지를 표현했다."
서울특별시 강북구 한천로144길 12 (수유동),,1054.0,A02,A0207,A02070200,3537267,15,20250915165808,20251024,20251025,http://tong.visitkorea.or.kr/cms/resource/70/3553370_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/70/3553370_image3_1.png,Type3,127.0257562475,37.6416074792,6,20251023143000,1,3,02-903-9110,백년시장 백년나이트 오컬트디스코,11,305,EV,EV01,EV010600,,,"낮에는 오랜 역사를 지닌 전통시장, 밤에는 즐길 거리 가득한 나이트 마켓으로 변신하는 백년시장. 10월 24일과 25일, 백년시장 백년나이트가 오컬트 디스코 테마로 다시 찾아왔다. 9월보다 더욱 풍성해진 먹거리와 이벤트를 준비하여 친구, 가족, 연인과 함께 즐길 수 있다. 미러볼과 네온사인이 빛나는 디스코 분위기 속에서 디제잉 공연을 즐기며 다양한 이벤트와 먹거리를 즐길 수 있는 야시장이다."
서울특별시 종로구 계동길 37,북촌문화센터,3059.0,A02,A0207,A02070200,2753551,15,20211006184135,20250926,20251005,http://tong.visitkorea.or.kr/cms/resource/45/3540045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3540045_image3_1.jpg,Type3,126.986289399,37.5791307002,6,20250918171957,1,23,02-741-1033,북촌의 날,11,110,EV,EV01,EV010400,선택안함,선택안함,"<2025 북촌의 날>은 북촌의 이웃과 문화자원을 연계한 지역문화축제로서 오늘날의 역사문화관광 거점인 북촌을 무대로 9/26(금)부터 10/5(일)까지 열흘 동안 <서울한옥위크>에 맞춰 진행된다.

한국문화에 대한 글로벌 수요가 증가함에 따라 외국인 관광객이 급증하면서 백 년 전통을 다져온 북촌한옥마을의 곳곳이 더욱 주목받고 있다. 이제는 단순히 북촌에 거주하는 사람뿐만 아니라, 이곳을 방문하는 소비와 관광의 주체들 또한 지역문화를 주도하고 있다. 많은 관심과 발길이 이어지지만, 한편으로는 거주민의 정주권과 환경 문제 또한 대두되고 있다. 

북촌문화센터는 날마다 수많은 방문객이 오가며 다양하게 엮인 문화자원들과 이를 통해 지역사회가 외치는 K-문화의 부흥을 어떠한 방식으로 발현시켜야 할지 고민과 성찰을 거듭하고 있다. 특히 서울공공한옥의 연간 최대 축제인 <북촌의 날>은 이와 같은 지역 이슈를 함께 고민하며 성장을 시도하고자, 다양한 지역 주체들과 프로그램을 기획하였다.

이번 축제는 북촌과 한옥을 기반으로 오늘날의 가치가 끊임없이 확장되는 지속가능성을 지향한다."
서울특별시 관악구 관악로14길 22 (봉천동),,8788.0,A02,A0208,A02081300,3499827,15,20250620142219,20250621,20250621,http://tong.visitkorea.or.kr/cms/resource/26/3499826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3499826_image3_1.jpg,Type3,126.9537812982,37.4790639653,6,20250620142232,1,5,02-554-9795,뿅뿅! 청춘오락실 : 샤로수길 청춘들의 다섯가지 즐거움,11,620,EV,EV03,EV030400,선택안함,선택안함,"샤로수길 상권활성화 로컬이벤트는 서울 관악구 샤로수길 골목상권의 유동인구를 늘리고 지역 경제에 활력을 불어넣기 위해 기획된 지역 밀착형 행사이다. 상권 내 소상공인들이 직접 참여해 스탬프 투어, 야장 운영, 거리공연 등 다양한 프로그램을 진행하며, 방문객이 자연스럽게 상점을 순회하고 머무르도록 유도한다. 특히 지정된 매장에서 미션을 수행하며 도장을 모으는 스탬프 투어는 골목 곳곳에 생동감을 더하고, 야외 테이블과 버스킹 공연은 체류 시간을 늘려 소비 활성화에 기여할 예정이다. 이번 행사는 단발성 축제에 그치지 않고, 샤로수길만의 개성과 매력을 알리며 지속 가능한 상권 활성화 모델을 구축하는 것을 목표로 지역 상인, 주민, 방문객이 함께 만들어가는 참여형 행사로서 공동체 기반의 상생을 지향한다."
서울특별시 서초구 강남대로 27 (양재동),,6774.0,A02,A0208,A02080500,3493708,15,20250527134952,20250607,20250608,http://tong.visitkorea.or.kr/cms/resource/93/3493493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3493493_image3_1.jpg,Type3,127.0407514903,37.467391878,6,20250612161103,1,15,02-6433-4808,사찰음식 대축제,11,650,EV,EV03,EV030100,선택안함,선택안함,대한불교조계종 한국불교문화사업단에서 사찰음식이 국가무형유산 지정을 기념하고 사찰음식의 전통과 현대적 가치를 알리기 위하여 서울 양재 At센터Dptj 2025년 6월7일(토)~6월8일(일) 2일간 개최한다.
서울특별시 서대문구 통일로 지하247 (현저동),서대문 독립공원,3732.0,A02,A0207,A02070200,2733405,15,20210812183719,20251003,20251004,http://tong.visitkorea.or.kr/cms/resource/47/3366647_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3366647_image3_1.jpg,Type3,126.9577643533,37.5744612869,6,20250918165030,1,14,1800-4746,서대문 국가유산 야행,11,410,EV,EV01,EV010400,선택안함,선택안함,"서울 서대문구는 오는 10월 3일(금)부터 4일(토)까지, 독립공원 일대에서 <2025 서대문 국가유산 야행>을 개최한다. 올해로 다섯 번째를 맞이하는 이번 행사는 <별의 서재>이라는 주제로, 서대문이 지닌 역사와 문화유산을 문학적 감성 속에서 깊이 있게 체험할 수 있는 특별한 시간을 선사한다. 서대문의 상징적 유산인 독립문, 서대문형무소역사관, 국립대한민국임시정부기념관 등에서 다채로운 프로그램이 펼쳐진다. 독립과 관련된 문학 작품과 문학인들의 이야기가 서대문 구석구석을 가득 채우며, 역사와 문학이 어우러지는 뜻 깊은 밤이 될 예정이다."
서울특별시 서대문구 홍은동,428-1 홍제폭포광장,3614.0,A02,A0207,A02070200,3483727,15,20250326092101,20250404,20250406,http://tong.visitkorea.or.kr/cms/resource/63/3489263_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/63/3489263_image3_1.JPG,Type3,126.9370688057,37.5819600437,6,20250507093803,1,14,02-330-1410,서대문 봄빛축제,11,410,EV,EV01,EV010500,,,"안산 3000그루의 벚꽃과 함께, 도심속 수변감성 홍제폭포를 감상하면서 봄빛축제를 즐길 수 있다."
서울특별시 서대문구 통일로 251 (현저동),"서대문독립공원, 서대문형무소역사관, 연세대학교 백주년기념관 콘서트홀",3732.0,A02,A0207,A02070200,1895366,15,20140217230217,20250301,20250302,http://tong.visitkorea.or.kr/cms/resource/44/3479344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3479344_image3_1.jpg,Type3,126.9573421635,37.5746723659,6,20250316162717,1,14,02-330-1410,"서대문, 1919 그날의 함성!",11,410,EV,EV01,EV010200,선택안함,선택안함,"제106주년 3.1절을 맞이하여 '서대문, 1919 그날의 함성'이 3월 1일부터 3월 2일까지 서대문독립공원, 서대문형무소역사관, 연세대학교 백주년기념관 콘서트홀에서 열린다. 전 국민이 참여할 수 있는 기념행사를 개최함으로써 애국선열들이 추구한 자유와 평화의 가치를 공유한다. 서대문구의 역사적 명소에서 기념식과 만세운동 행진, 다양한 체험 프로그램이
운영되어 서대문독립공원 일대가 다시한번 독립운동의 성지로 거듭난다."
서울특별시 서대문구 통일로 251 (현저동),,3732.0,A02,A0207,A02070200,1847202,15,20130926193406,20250814,20250816,http://tong.visitkorea.or.kr/cms/resource/80/3513180_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3513180_image3_1.JPG,Type3,126.9573421635,37.5746723659,6,20250725152643,1,14,02-330-1410,서대문독립축제,11,410,EV,EV01,EV010400,선택안함,선택안함,"광복 80주년을 맞아 2025 서대문독립축제가 8월 14일(목) 부터 16일(토)까지 3일간 서대문형무소역사관, 독립공원 일대에서 열린다. ""광복 80년의 역사, 꿈을 현실로 만드는 서대문구"" 라는 주제로 순국선열의 희생정신을 기리고, 다양한 경축 문화 행사를 개최하여 광복의 기쁨을 시민들과 함께 나누는 대표 역사문화축제이다."
서울특별시 서초구 서초대로 233 서초역,반포대로(서초역~서초3동사거리),6590.0,A02,A0207,A02070200,2759788,15,20211020200152,20250927,20250928,http://tong.visitkorea.or.kr/cms/resource/08/3354108_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3354108_image3_1.jpg,Type3,127.0076093702,37.4918773303,6,20251023143000,1,15,02-3477-2808,서리풀뮤직페스티벌,11,650,EV,EV01,EV010200,선택안함,선택안함,"서리풀뮤직페스티벌은 매년 9월 개최되는 도심 속 음악 축제로, 2015년 첫선을 보인 후 올해로 10주년을 맞아 기존 서리풀페스티벌에서 새롭게 단장하였다. 지난 2024년까지 누적 120만여 명이 찾으며 서초구 대표 브랜드 축제로 자리매김했다. 일 년에 단 이틀, 10차선 반포대로를 무대로 다양한 장르의 공연과 시민 참여 프로그램을 선보이며 한층 더 풍성하고 확장된 축제로 도약하고 있다."
서울특별시 종로구 대학로12길 46 (동숭동),"아르코꿈밭극장, NC문화재단, 서울연극센터 외",3086.0,A02,A0208,A02080200,142033,15,20070702090000,20241227,20250105,http://tong.visitkorea.or.kr/cms/resource/38/3428338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3428338_image3_1.jpg,Type3,127.0037293912,37.5821140004,6,20250702172536,1,23,02-745-5863,서울 아시테지 겨울축제,11,110,EV,EV02,EV020200,선택안함,선택안함,"서울 아시테지 겨울축제는 침체되어 있는 겨울철, 국내 아동청소년극의 활기를 불어넣고자 2005년부터 ‘서울 아시테지 겨울축제’를 개최하고 있다.
매년 겨울방학이면 어김없이 찾아오는 이 축제는 온 가족이 함께 즐길 수 있는 가족문화체험 축제로, 관객 모두가 만족할 수 있는 양질의 문화예술을 소개하고, 우리 아이들에게 무한한 상상력과 희망이라는 날개를 펼칠 수 있는 시간을 제공하고자 노력하고 있다. 또한, 대·외적으로 국내 작품의 해외 시장 진출의 플랫폼 역할을 하고 있다. 2012년부터 ‘서울어린이연극상’ 수상작을 포함한 국내 우수작을 해외에 소개하고 해외 진출의 교두보를
만들어 가기 위해 노력하고 있다. 2020년부터는 예술 감독제를 도입하여 예술감독 중심으로 사업의 방향을 수정 보완하였다. 1대 배요섭 예술감독(2020~2023)에 이어 2024년부터는 신인선 예술감독이 겨울축제를 이끌어 가고 있다."
서울특별시 중구 세종대로 99 (정동),,4519.0,A02,A0208,A02080100,292961,15,20060126190026,20250101,20251231,http://tong.visitkorea.or.kr/cms/resource/45/3520845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3520845_image3_1.jpg,Type3,126.9765906796,37.5651071556,6,20250814095004,1,24,02-6242-7402,서울 왕궁수문장 교대의식,11,140,EV,EV02,EV020100,선택안함,선택안함,"‘서울 왕궁수문장 교대의식’은 서울시가 주최하는 대표적인 전통문화재현 행사로, 조선시대 궁궐 문을 지키던 수문군의 교대 장면을 실감 나게 되살린 프로그램이다. 수문장은 종6품의 관직으로, 수문장청 소속 참하와 수문군과 함께 궁문을 지키고, 출입을 단속하며 순찰을 수행했다. 교대의식은 실제 역사자료에 근거해 구성되었으며, 조선 후기 덕수궁을 중심으로 전개된다. 행사는 매주 월요일을 제외한 주 6일, 오전 11시와 오후 2시에 덕수궁 대한문 앞에서 열린다. 일반 시민과 외국인 관광객의 흥미를 더하기 위해 다양한 체험 프로그램도 함께 운영되는데, ‘개식타고 체험’은 북을 직접 두드리며 의식 시작을 알리는 체험이고, ‘나도 수문장’은 수문장 복장을 입고 역할을 체험하는 프로그램이며, ‘전통복식 체험’은 조선시대 의상을 입고 사진을 남길 수 있는 인기 체험이다."
서울특별시 광진구 능동로 216 (능동),서울어린이대공원 열린무대 일원,4991.0,A02,A0207,A02070200,2989710,15,20230531175126,20250621,20250622,http://tong.visitkorea.or.kr/cms/resource/13/3492813_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/3492813_image3_1.JPG,Type3,127.0762792676,37.5493552228,6,20250605171158,1,6,02-477-2023,서울K-가족축제,11,215,EV,EV01,EV010200,선택안함,선택안함,"K-가족축제는 홍익인간 정신을 바탕으로 한 한국형 대가족 문화의 정수를 되살리고, 그 안에 담겨있는 사랑∙결혼∙가족의 보편적 가치와 윤리를 중심으로 올바른 저출산∙고령화 정책을 촉구하기 위해 열린다. 무엇보다 자랑스러운 한국의 가족문화(K-가족)를 전 세계로 확산시키기 위한 취지로 마련된다. ‘K-가족’은 ‘대한민국 홍익인간 건국이념이 담긴 대가족 문화’로, 이러한 문화의 가치를 확산하기 위해 다양한 시민사회단체들이 협력하고 연대하며 축제를 준비한다. 가족 구성원 모두가 참여할 수 있는 다양한 공모전과 체험 부스, 가족노래경연, 정책 전시회, 토크콘서트, 한국전통혼례 퍼포먼스, 다채로운 문화공연 등이 준비된다. 이번 K-가족축제는 저출산∙고령화 문제 해결을 위한 마중물 역할을 자처하며, 2023년과 2024년에 이어 세 번째로 개최된다. 이번 행사를 통해 'K-가족'이 세계에 자랑할만한 최고의 'K-컬처'가 되길 기대한다."
서울특별시 중구 통일로 1 (봉래동2가),,4509.0,A02,A0208,A02080500,3487449,15,20250418112309,20250425,20250518,http://tong.visitkorea.or.kr/cms/resource/47/3487447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3487447_image3_1.jpg,Type3,126.9716247231,37.5560109019,6,20250418112321,1,24,02-3407-3500,서울百화점 - Local to Seoul 100 Diaries,11,140,EV,EV03,EV030100,선택안함,선택안함,"경제문화 수도의 첫 관문과 같은 역할을 해온 서울역 개장 100주년을 맞이하여 전국 각지의 명소를 소개하고 앞으로 100년을 이어갈 수 있는 지역별 생활문화브랜드를 한자리에서 만나볼 수 있는 전시/마켓/체험 행사. 지금으로부터 100년 전, 우리나라에 백화점이 처음 등장했던  1920년대의 감성을 되살려, ‘서울백화점’이라는 가상의 공간을 설정했다. 이 백화점이 오픈을 기념하여, 여유로운 라이프스타일을 즐기며 새로운 경험을 찾는 고객들을 대상으로 특별 기획전을 연다. 각 지역에서 탄생한 로컬 브랜드와 문화를 통해 지역성을 탐색하고, 관람객이 직접 해당 지역을 방문하고 싶도록 유도하는 방식으로 판매 공간을 구성한다."
서울특별시 성동구 뚝섬로 273 (성수동1가),"서울숲, 남산공원, 북서울꿈의숲, 선유도공원, 서울식물원",4770.0,A02,A0207,A02070200,3484268,15,20250328094515,20250405,20250505,http://tong.visitkorea.or.kr/cms/resource/66/3484266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3484266_image3_1.jpg,Type3,127.0418131384,37.5431247707,6,20250328095216,1,16,02-6941-0113,서울가든페스타,11,200,EV,EV01,EV010200,,,"<서울가든페스타>는 서울의 매력적인 공원에서 진행되는 팝업스토어 축제로, 서울시는 규제철폐(5호, 공원 내 상행위 허용) 정책의 일환으로 그동안 공원에서 만나보지 못했던 팝업스토어(마켓, 푸드트럭)를 문화행사와 함께 즐길 수 있는 축제의 장을 마련했다. 지붕없는 도서관인 책정원, 버스킹공연, 가드닝 프로그램 등 시민들의 오감을 만족시킬 수 있는 행사를 진행하며 ‘내 삶의 건강한 챕터’ 라는 슬로건 아래 각 공원별로 특색을 살린 팝업스토어를 구성해 볼거리를 더했다. 
4월 한달내내 진행되는 <서울가든페스타>는 벚꽃, 튤립, 수선화 등 봄꽃으로 가득한 공원에서 재미있는 콘텐츠와 함께 봄을 만끽할 수 있도록 운영될 예정이다."
서울특별시 중구 태평로1가,1,4520.0,A02,A0207,A02070200,706180,15,20090314002712,20251006,20251008,http://tong.visitkorea.or.kr/cms/resource/90/3544790_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/90/3544790_image3_1.png,Type3,126.9776099168,37.5691650357,6,20251023143000,1,24,02-2088-4957,서울거리예술축제,11,140,EV,EV01,EV010200,선택안함,선택안함,"서울거리예술축제는 하이서울페스티벌을 시작으로 23년의 역사를 이어온 서울의 대표 야외 공연예술축제다. 올해 축제는 ‘서울다움’이라는 질문에서 출발하여, 거리예술, 무용, 전통연희, 서커스, 야외 전시 등 국내외 30여 개의 다채로운 작품이 거리를 가득 채우며 시민들과 만날 예정이다. 특히, 올해 처음 시도하는 “아트레킹(Artrekking)” 프로그램은 청계천 복원 20주년을 기념하여 청계광장부터 청계9가까지 청계천의 흐르는 물길을 따라 걸으며 “지금, 그 때, 우리 서울길”의 예술작품을 감상하는 특별한 여정을 선사한다."
서울특별시 종로구 종로1길 45 (세종로),,3141.0,A02,A0207,A02070200,2616325,15,20190823021020,20250607,20250607,http://tong.visitkorea.or.kr/cms/resource/91/3434791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3434791_image3_1.jpg,Type3,126.9783985779,37.5746727436,6,20250602111219,1,23,1800-4746,서울국악축제,11,110,EV,EV01,EV010200,선택안함,선택안함,"조선시대 국정을 논하던 의정부 터에서, ‘백성과 함께 즐긴다’는 여민락(與民樂)의 뜻을 오늘에 되살린다. 일상 속에서 시민 모두가 함께 누리는 국악의 특별한 아름다움을 느낄 수 있다. 이제 다시 찾은 의정부 터에서 우리 시대의 여민락을 펼친다. 생동감 넘치는 국악인들의 무대부터 외국인,장애인,국악 애호가 등 시민이 함께하는 참여무대,
오감을 깨우는 다채로운 전통 체험과 국악을 배우고 직접 느껴보는 원데이 클래스까지 즐길 수 있다. 전통의 멋과 깊이를 오늘의 감성으로 풀어내는 2025 서울국악축제이다."
